N do IS,Tipo de envio,Fecha y hora agendada,Fecha y hora de llegada,Volumenes declarados,Volumenes recibidos,Codigos ML en IS,Unidades en IS,Vendedor | Origen,Estado del IS,Atributo do IS
1112757,Proveedor,28/09/2020 15:00,28/09/2020 16:55,97,164,24,166,ACCESORIOSMAYOREO2011,Cerrado,-
1153840,FTL,28/09/2020 15:00,-,1,0,1,80,MUSICKID.FENG,Creado,-
1155883,FTL,28/09/2020 15:00,28/09/2020 18:45,14,14,48,555,NEON PARTY,Cerrado,-
1173733,FTL,28/09/2020 15:00,28/09/2020 17:24,5,5,12,513,FREPLAY,En Stage In,-
1182625,FTL,28/09/2020 15:00,28/09/2020 17:39,50,83,5,83,INNOBEAT123.MEX,Cerrado,-
1183308,FTL,28/09/2020 15:00,-,40,0,1,220,UNIVERSO HOMI,Creado,-
1185657,FTL,28/09/2020 15:00,28/09/2020 19:22,27,26,43,371,TECHHOUSE TALLERDETECNOLOGIA,En Put away,-
1186109,FTL,28/09/2020 15:00,28/09/2020 18:31,100,40,8,156,COMPRANATORMX,Cerrado,-
1192846,Proveedor,28/09/2020 15:00,28/09/2020 16:40,20,20,2,250,LIBREMERCADOCE,En Put away,-
1193275,FTL,28/09/2020 15:00,28/09/2020 20:50,10,6,1,350,GOEL9006987,Cerrado,-
1193533,FTL,28/09/2020 15:00,28/09/2020 20:50,1,1,5,98,GOEL9006987,Cerrado,-
1196109,FTL,28/09/2020 15:00,22/09/2020 16:14,1,1,6,55,POPPY-PIG,Cerrado,-
1203094,Proveedor,28/09/2020 15:00,28/09/2020 18:30,36,32,50,1093,ACCESORIOS PEGASSO,En Inbound audit,-
1203631,FTL,28/09/2020 15:00,28/09/2020 16:25,3,3,18,72,ZEN MX,Cerrado,-
1206539,FTL,28/09/2020 15:00,24/09/2020 17:49,1,1,11,212,JSMANSHOP.MEXICO,En INP,-
1209355,FTL,28/09/2020 15:00,28/09/2020 18:45,3,5,32,94,1ERO ONLINE,Cerrado,cpg
1209664,FTL,28/09/2020 15:00,28/09/2020 18:45,4,4,7,22,DESINFECTA,Cerrado,cpg
1211410,FTL,28/09/2020 15:00,28/09/2020 18:57,10,10,2,10,AQUASAFEPRO,Cerrado,cpg
1212998,FTL,28/09/2020 15:00,28/09/2020 18:43,18,18,28,312,NEON PARTY,Cerrado,-
1213011,FTL,28/09/2020 15:00,28/09/2020 18:07,38,41,60,680,TOP.PRODUCTS,En Put away,-
1215991,FTL,28/09/2020 15:00,28/09/2020 18:14,1,1,11,51,STEP-ONE,Cerrado,-
720438,Proveedor,28/09/2020 16:00,28/09/2020 17:35,1960,26,1,1960,TEMAKLAMEXMEX,En Put away,-
1137001,FTL,28/09/2020 16:00,28/09/2020 19:39,2,2,22,86,MARYANNBZAR,En Put away,-
1160979,FTL,28/09/2020 16:00,-,2,0,7,400,HERMANOS PIPPI,Creado,-
1181262,FTL,28/09/2020 16:00,28/09/2020 19:58,99,78,29,5435,LIJI234759,En Put away,cpg
1184243,Proveedor,28/09/2020 16:00,28/09/2020 19:40,6,6,7,161,GRANSHOPPING MEXICO,En Problem Solver,-
1186963,FTL,28/09/2020 16:00,28/09/2020 18:22,80,57,13,1300,IMPORTADORA_MASAGO,En Put away,-
1190253,FTL,28/09/2020 16:00,28/09/2020 20:01,1,16,4,435,EASYTAO,Cerrado,-
1190297,FTL,28/09/2020 16:00,28/09/2020 20:01,1,49,5,1972,SOPHIASHOP123,En Put away,-
1192855,FTL,28/09/2020 16:00,24/09/2020 08:05,8,2,1,385,MERCADOLIBRECPG,En Problem Solver,cpg
1192997,FTL,28/09/2020 16:00,28/09/2020 17:50,20,20,77,286,MUNDOLOKUN,Cerrado,-
1194105,FTL,28/09/2020 16:00,28/09/2020 20:50,1,1,2,17,GOEL9006987,Cerrado,-
1198182,Proveedor,28/09/2020 16:00,28/09/2020 19:52,19,19,6,200,TENDAMEXICO,Cerrado,-
1206175,FTL,28/09/2020 16:00,28/09/2020 19:08,2,2,15,123,INNOVATE ROOMS,Cerrado,-
1207703,FTL,28/09/2020 16:00,28/09/2020 19:08,1,1,5,38,PEJO5207076,Cerrado,-
1208720,FTL,28/09/2020 16:00,28/09/2020 20:04,100,152,36,321,BM STORE.MX,En Stage In,cpg
1215909,FTL,28/09/2020 16:00,28/09/2020 19:08,1,1,6,71,INNOVATE ROOMS,Cerrado,-
1218009,Proveedor,28/09/2020 16:00,28/09/2020 18:54,1,1,21,132,VE.SHOP1,En Problem Solver,-
1137195,FTL,28/09/2020 17:00,-,16,0,3,3,SINOMEX TRADE,Creado,-
1158811,FTL,28/09/2020 17:00,28/09/2020 20:57,1,1,12,78,TECDAYAUTO,Cerrado,-
1165120,FTL,28/09/2020 17:00,28/09/2020 20:06,200,101,41,605,PLANTAS VINDE,En Stage In,-
1183009,FTL,28/09/2020 17:00,-,7,0,28,622,FREPLAY,Creado,-
1183313,FTL,28/09/2020 17:00,28/09/2020 21:00,40,30,5,80,UNIVERSO HOMI,En Put away,-
1193336,FTL,28/09/2020 17:00,28/09/2020 20:50,1,1,2,11,GOEL9006987,Cerrado,-
1193385,FTL,28/09/2020 17:00,22/09/2020 16:14,1,1,1,10,PIVA2874720,Cerrado,-
1193503,FTL,28/09/2020 17:00,28/09/2020 20:50,1,1,1,17,GOEL9006987,Cerrado,-
1193590,FTL,28/09/2020 17:00,28/09/2020 20:50,2,1,1,54,GOEL9006987,Cerrado,-
1193625,FTL,28/09/2020 17:00,28/09/2020 20:50,1,1,1,17,GOEL9006987,Cerrado,-
1193665,FTL,28/09/2020 17:00,-,1,0,1,1,GOEL9006987,Cancelado,-
1197765,FTL,28/09/2020 17:00,28/09/2020 20:34,26,24,41,232,TEACH PLAY,En Put away,-
1201000,FTL,28/09/2020 17:00,28/09/2020 20:16,6,6,17,53,TEXHNOLIZE,En Put away,-
1203361,FTL,28/09/2020 17:00,28/09/2020 20:52,500,65,406,3520,TLAKATISDERLDECV,En Stage In,-
1206356,FTL,28/09/2020 17:00,28/09/2020 19:40,4,4,10,86,AMATL_MATERNIDAD_Y_LACTANCIA,Cerrado,-
1209902,FTL,28/09/2020 17:00,28/09/2020 19:40,1,2,4,54,AMATL_MATERNIDAD_Y_LACTANCIA,Cerrado,-
1214768,FTL,28/09/2020 17:00,28/09/2020 19:40,1,1,6,17,AMATL_MATERNIDAD_Y_LACTANCIA,Cerrado,-
1123367,FTL,28/09/2020 18:00,28/09/2020 17:24,20,20,71,8,CATLICAISABELLA,En Stage In,-
1134084,FTL,28/09/2020 18:00,28/09/2020 20:56,1,1,27,55,PULLTEX MEX,En Put away,cpg
1148684,FTL,28/09/2020 18:00,28/09/2020 20:39,1,9,1,9,YAMHFRAL,Cerrado,-
1159912,FTL,28/09/2020 18:00,28/09/2020 20:56,6,4,1,200,TOCOCOLOR,Cerrado,-
1160760,FTL,28/09/2020 18:00,28/09/2020 21:05,53,53,68,355,GCA05,En Put away,-
1190175,FTL,28/09/2020 18:00,28/09/2020 20:30,12,12,17,485,LADYGIRLFASHION,En Put away,-
1191969,FTL,28/09/2020 18:00,28/09/2020 20:30,1,2,10,59,MERCAFLIX,En Put away,-
1192517,FTL,28/09/2020 18:00,28/09/2020 20:42,10,10,24,628,TIENDA LETIZIAMX,En Put away,cpg
1193368,FTL,28/09/2020 18:00,28/09/2020 20:50,1,1,1,15,GOEL9006987,Cerrado,-
1193409,FTL,28/09/2020 18:00,28/09/2020 20:50,1,1,1,7,GOEL9006987,Cerrado,-
1193457,FTL,28/09/2020 18:00,28/09/2020 20:50,1,1,1,10,GOEL9006987,Cerrado,-
1203492,Proveedor,28/09/2020 18:00,-,2,0,2,27,PREETAIL,Creado,-
1204826,FTL,28/09/2020 18:00,28/09/2020 20:56,150,147,1,150,TOCOCOLOR,Cerrado,-
1210404,FTL,28/09/2020 18:00,28/09/2020 20:41,73,35,14,49,OROR3716596,En Put away,cpg
1211364,FTL,28/09/2020 18:00,28/09/2020 20:32,200,44,6,50,CECOM84,Cerrado,-
1215577,FTL,28/09/2020 18:00,-,1,0,6,115,CONTINUARLOUIS,Creado,-
1215699,FTL,28/09/2020 18:00,28/09/2020 19:40,3,3,10,46,AMATL_MATERNIDAD_Y_LACTANCIA,Cerrado,-
1216870,FTL,28/09/2020 18:00,28/09/2020 20:30,4,4,7,270,LADYGIRL FASHION,En Put away,-
1217188,FTL,28/09/2020 18:00,-,1,0,15,47,JI GRUPOMENT,Creado,-
1218612,FTL,28/09/2020 18:00,-,20,0,2,12,SINOMEX TRADE,Creado,-
994566,FTL,28/09/2020 19:00,28/09/2020 21:04,1,1,8,47,GRAND_STORE_MX,Cerrado,-
1083275,FTL,28/09/2020 19:00,-,2,0,34,680,GAMECENTER DISTRIBUTION,Creado,-
1112240,FTL,28/09/2020 19:00,28/09/2020 21:09,13,25,7,350,MODAVELA WEB,En Put away,-
1158853,FTL,28/09/2020 19:00,26/09/2020 06:44,5,5,6,62,GRUPOUNICREA,Cerrado,-
1162574,FTL,28/09/2020 19:00,28/09/2020 22:36,85,83,15,284,SR MAYOREO,En Put away,cpg
1183318,FTL,28/09/2020 19:00,-,30,0,1,250,UNIVERSO HOMI,Creado,-
1192635,FTL,28/09/2020 19:00,23/09/2020 16:53,1,1,1,130,HEDOKORAKAA,Cerrado,-
1192887,FTL,28/09/2020 19:00,-,1,0,1,6,GOEL9006987,Cancelado,-
1213852,FTL,28/09/2020 19:00,25/09/2020 19:45,1,2,4,65,CONTINUARLOUIS,Cerrado,-
1214149,FTL,28/09/2020 19:00,-,1,0,2,34,BOBOWYW,Creado,-
1215088,FTL,28/09/2020 19:00,28/09/2020 20:50,1,1,1,15,GOEL9006987,Cerrado,-
1215223,FTL,28/09/2020 19:00,-,1,0,1,29,DILIREBA,Creado,-
1215536,FTL,28/09/2020 19:00,-,3,0,3,30,DILIREBA,Creado,-
1217345,FTL,28/09/2020 19:00,-,2,0,7,238,DILIREBA,Creado,-
1217988,FTL,28/09/2020 19:00,28/09/2020 20:01,1,1,1,102,SOPHIASHOP123,Cerrado,-
1218028,FTL,28/09/2020 19:00,28/09/2020 20:01,4,3,3,120,EASYTAO,Cerrado,-
1218658,FTL,28/09/2020 19:00,28/09/2020 20:56,121,121,3,6050,BESTTRADING,En Put away,-
1104562,SPD,28/09/2020 23:00,-,1,0,4,39,BRBR7096441,Creado,-
1173130,SPD,28/09/2020 23:00,-,1,0,3,120,DHGATEOFFICIALSTOREMX1,Creado,-
1173881,SPD,28/09/2020 23:00,-,27,0,1,405,OKASMX,Creado,-
1178043,SPD,28/09/2020 23:00,-,14,0,13,1103,WUYUMX1,Creado,-
1182910,SPD,28/09/2020 23:00,-,16,0,5,1292,MXWORKPRO,Creado,-
1183186,SPD,28/09/2020 23:00,-,1,0,12,131,BUYINCOINMX1,Creado,-
1184515,SPD,28/09/2020 23:00,-,3,0,1,60,MXCB8578755,Creado,-
1185700,SPD,28/09/2020 23:00,-,1,0,32,70,ABCELL_IMPORTS,Creado,-
1187322,SPD,28/09/2020 23:00,-,4,0,3,356,SUNSKYMX1,Creado,-
1187999,SPD,28/09/2020 23:00,-,1,0,17,229,VIGASMX,Creado,-
1189511,SPD,28/09/2020 23:00,-,1,0,5,21,GOTILANDIA CORPORATIVOTAMEZ,Creado,-
1190315,SPD,28/09/2020 23:00,-,1,0,1,52,DHGATEOFFICIALSTOREMX1,Creado,-
1190833,SPD,28/09/2020 23:00,-,16,0,3,1600,MXWORKPRO,Creado,-
1194361,SPD,28/09/2020 23:00,-,1,0,59,295,IDTEL_MX,Creado,-
1200445,SPD,28/09/2020 23:00,-,1,0,12,87,ART SUPPLIES.MX,Creado,-
1201797,SPD,28/09/2020 23:00,-,18,0,3,600,HEBANGLIFEMX1,Creado,-
1202935,SPD,28/09/2020 23:00,-,14,0,36,388,PSA COMPUTOYPAPELERIA,Creado,-
1204216,SPD,28/09/2020 23:00,-,1,0,23,147,3D-PRINTER,Creado,-
1205341,SPD,28/09/2020 23:00,-,1,0,14,170,E-GLOBALSHOP,Creado,-
1205872,SPD,28/09/2020 23:00,-,1,0,18,247,ELECTRÓNICA VALTIERRA,Creado,-
1206693,SPD,28/09/2020 23:00,-,34,0,27,1197,GINTERTIONMX1,Creado,-
1206704,SPD,28/09/2020 23:00,-,2,0,8,29,BT-ML07MX1,Creado,-
1206853,SPD,28/09/2020 23:00,-,4,0,6,147,WUHAIHUAMX1,Creado,-
1206899,SPD,28/09/2020 23:00,-,19,0,10,1081,MOLISHOPMX1,Creado,-
1206907,SPD,28/09/2020 23:00,-,67,0,21,1649,MOLISHOPMX1,Creado,-
1206910,SPD,28/09/2020 23:00,-,4,0,18,197,SH-ML11MX1,Creado,-
1209059,SPD,28/09/2020 23:00,-,1,0,21,227,ALNITEC SHOP,Creado,-
1209521,SPD,28/09/2020 23:00,-,1,0,25,1185,TRESD_PRINT_TECH TOTAL,Creado,-
1209596,SPD,28/09/2020 23:00,-,1,0,7,177,ARTÍCULOSDEPORTIVOS NB-FIT,Creado,-
1209653,SPD,28/09/2020 23:00,28/09/2020 15:02,2,2,1,24,DAMEX DESECHABLES_AMIGABLES,Cerrado,-
1209738,SPD,28/09/2020 23:00,-,1,0,80,160,WWW.FIXOEM.COM,Creado,-
1210700,SPD,28/09/2020 23:00,28/09/2020 15:02,1,1,1,60,DAMEX DESECHABLES_AMIGABLES,Cerrado,-
1211136,SPD,28/09/2020 23:00,-,1,0,17,31,KATTY KITTY,Creado,-
1211157,SPD,28/09/2020 23:00,28/09/2020 20:30,3,2,60,489,FM CASEWORLD,En Problem Solver,-
1211187,SPD,28/09/2020 23:00,-,1,0,3,53,PRODUCTOS OZONIZADOS,Creado,cpg
1211420,SPD,28/09/2020 23:00,-,5,0,2,170,MXWORKPRO,Creado,-
1211696,SPD,28/09/2020 23:00,-,1,0,3,25,SH-ML12MX1,Creado,-
1212028,SPD,28/09/2020 23:00,-,27,0,24,1540,ZOUYVMX1,Creado,-
1212114,SPD,28/09/2020 23:00,-,14,0,3,1800,MONOMX4,Creado,-
1212146,SPD,28/09/2020 23:00,-,1,0,4,68,HONGSTARMX1,Creado,-
1212400,SPD,28/09/2020 23:00,-,3,0,1,93,LOVEYIMX,Creado,-
1212572,SPD,28/09/2020 23:00,-,2,0,29,117,DRESSCICIMX1,Creado,-
1213302,SPD,28/09/2020 23:00,-,1,0,19,41,BEST PICK,Creado,cpg
1213489,SPD,28/09/2020 23:00,-,1,0,65,1352,VETCENTER1,Creado,cpg
1214045,SPD,28/09/2020 23:00,-,1,0,18,50,MOTOSHOP-X,Creado,-
1214986,SPD,28/09/2020 23:00,-,25,0,286,1780,REFACCIONES LAPTOP,Creado,-
1215335,SPD,28/09/2020 23:00,-,1,0,16,60,VENTASSUU,Creado,-
1215365,SPD,28/09/2020 23:00,-,1,0,84,381,GLOBAL GAMER,Creado,-
1215587,SPD,28/09/2020 23:00,26/09/2020 19:38,17,17,23,245,MERCADODE MOTOPARTES,Cerrado,-
1215694,SPD,28/09/2020 23:00,26/09/2020 19:38,9,8,29,290,MERCADODE MOTOPARTES,Cerrado,-
1215742,SPD,28/09/2020 23:00,-,1,0,8,71,ERGO ELECTRONICS,Creado,-
1215773,SPD,28/09/2020 23:00,26/09/2020 09:07,13,12,24,363,MERCADODE MOTOPARTES,Cerrado,-
1216008,SPD,28/09/2020 23:00,-,2,0,44,200,GR GALM,Creado,-
1216036,SPD,28/09/2020 23:00,28/09/2020 20:30,1,1,32,44,DEJO7419615,Cerrado,-
1216100,SPD,28/09/2020 23:00,-,10,0,5,514,OURSUNSHINEMX,Creado,-
1216118,SPD,28/09/2020 23:00,-,2,0,2,98,MELOBLEMX1,Creado,-
1216121,SPD,28/09/2020 23:00,-,1,0,1,2,GIRANDOLA THESALUD,Cancelado,-
1216124,SPD,28/09/2020 23:00,-,43,0,12,168,MERCADODE MOTOPARTES,Creado,-
1216125,SPD,28/09/2020 23:00,-,1,0,11,162,MOTOSHOP-X,Creado,-
1216206,SPD,28/09/2020 23:00,-,2,0,8,120,TEODULODANIELSILVAMORALES,Creado,-
1216226,SPD,28/09/2020 23:00,-,1,0,9,44,SHANGHAIROBAYTELECOMTECHCOMX1,Creado,-
1216230,SPD,28/09/2020 23:00,-,1,0,1,15,COMPUDIABLITO ML,Creado,-
1216247,SPD,28/09/2020 23:00,-,2,0,20,51,MLMSHOP,Creado,-
1216250,SPD,28/09/2020 23:00,-,1,0,6,61,YR DISTRO,Creado,cpg
1216251,SPD,28/09/2020 23:00,-,20,0,4,585,VAVEEMX1,Creado,-
1216258,SPD,28/09/2020 23:00,-,1,0,8,71,PHOTOGADGTS,Creado,-
1216260,SPD,28/09/2020 23:00,-,1,0,3,710,COYUNMX1,Creado,-
1216263,SPD,28/09/2020 23:00,-,5,0,1,50,YAJIAMALLMX1,Creado,-
1216264,SPD,28/09/2020 23:00,-,2,0,1,100,MOLORMX,Creado,-
1216270,SPD,28/09/2020 23:00,-,16,0,6,230,PECOMX,Creado,-
1216278,SPD,28/09/2020 23:00,-,2,0,1,60,ROLABRAN,Creado,-
1216283,SPD,28/09/2020 23:00,-,15,0,8,595,NEOJOYMX1,Cancelado,-
1216288,SPD,28/09/2020 23:00,-,40,0,4,800,DWMAXMX,Creado,-
1216291,SPD,28/09/2020 23:00,-,1,0,4,90,SENSKYMX,Creado,-
1216293,SPD,28/09/2020 23:00,-,1,0,1,50,BULESKYMX1,Creado,-
1216294,SPD,28/09/2020 23:00,-,13,0,2,350,LIANGYUANWENMX1,Creado,-
1216295,SPD,28/09/2020 23:00,-,15,0,8,815,NEOJOYMX1,Creado,-
1216298,SPD,28/09/2020 23:00,-,12,0,4,950,ANNATOSANIMX,Creado,-
1216299,SPD,28/09/2020 23:00,-,5,0,2,700,ANNATOSANIMX,Creado,-
1216303,SPD,28/09/2020 23:00,-,10,0,1,100,WUDAOMX1,Creado,-
1216306,SPD,28/09/2020 23:00,-,5,0,11,670,VATISFINELIFEMX,Creado,-
1216311,SPD,28/09/2020 23:00,-,1,0,1,100,DHPREMIUMSTOREMX1,Cancelado,-
1216312,SPD,28/09/2020 23:00,-,5,0,1,200,KOKINMX1,Creado,-
1216313,SPD,28/09/2020 23:00,-,6,0,1,1050,YOYIMX1,Creado,-
1216318,SPD,28/09/2020 23:00,-,10,0,1,560,MCSWKEYMX,Creado,-
1216322,SPD,28/09/2020 23:00,-,2,0,18,270,LAMPOEXPRESSMX1,Creado,-
1216323,SPD,28/09/2020 23:00,-,1,0,3,80,PAYINGMX1,Creado,-
1216324,SPD,28/09/2020 23:00,-,8,0,11,1422,YOYIMX1,Creado,-
1216333,SPD,28/09/2020 23:00,-,19,0,21,493,HLHMX2,Creado,cpg
1216339,SPD,28/09/2020 23:00,-,25,0,8,2343,JINGHONGMX,Creado,-
1216347,SPD,28/09/2020 23:00,-,1,0,1,100,MOAKAMX1,Creado,-
1216366,SPD,28/09/2020 23:00,-,1,0,1,100,MOAKAMX1,Creado,-
1216393,SPD,28/09/2020 23:00,-,1,0,1,100,MOAKAMX1,Creado,-
1216394,SPD,28/09/2020 23:00,-,5,0,1,1000,SANCEÓNTECHNOLOGYMX,Creado,-
1216410,SPD,28/09/2020 23:00,-,35,0,27,701,FELIZAMORMX,Creado,-
1216465,SPD,28/09/2020 23:00,-,1,0,11,12,WORLDMARKETMX1,Creado,-
1216493,SPD,28/09/2020 23:00,28/09/2020 15:02,1,1,9,29,SHOPPING_EXPRESS AGS,Cerrado,cpg
1216601,SPD,28/09/2020 23:00,-,1,0,16,66,PAPELERIA PASTOR,Creado,-
1216658,SPD,28/09/2020 23:00,-,1,0,8,82,LEX-OUTDOORS,Creado,-
1216688,SPD,28/09/2020 23:00,-,2,0,7,83,COMESTIBLESMX,Creado,cpg
1216726,SPD,28/09/2020 23:00,-,1,0,1,20,MO2284015,Creado,-
1216757,SPD,28/09/2020 23:00,-,1,0,1,8,ALMASOLEDADVILLANUEVAGARCA,Creado,-
1216760,SPD,28/09/2020 23:00,-,1,0,6,29,VASOSPARACAFE,Creado,-
1216771,SPD,28/09/2020 23:00,-,1,0,2,62,LUEVANOSGABRIELA,Creado,-
1216776,SPD,28/09/2020 23:00,-,1,0,8,86,VINCINI-V1,Creado,-
1216801,SPD,28/09/2020 23:00,26/09/2020 16:21,10,6,1,968,CELTOK,Cerrado,-
1216808,SPD,28/09/2020 23:00,28/09/2020 20:30,1,1,5,261,NEKONEKO TECH,Cerrado,-
1216829,SPD,28/09/2020 23:00,-,1,0,44,191,CABRITO1111,Creado,-
1216844,SPD,28/09/2020 23:00,-,1,0,5,84,GYMKER,Creado,-
1216853,SPD,28/09/2020 23:00,-,1,0,10,243,UNIVERSO.EN.LINEA,Creado,-
1216873,SPD,28/09/2020 23:00,28/09/2020 20:30,1,1,1,50,TECNIUMSTORE,Cerrado,-
1216906,SPD,28/09/2020 23:00,26/09/2020 16:21,8,8,1,770,MAGGIESHOPMX,En Problem Solver,-
1216913,SPD,28/09/2020 23:00,28/09/2020 15:02,1,1,3,20,NUSKIN LEÓN,Cerrado,-
1216947,SPD,28/09/2020 23:00,-,1,0,1,40,VOLUOLUOMX1,Creado,-
1216971,SPD,28/09/2020 23:00,-,2,0,33,234,MONDANA ONLINE,Creado,-
1216972,SPD,28/09/2020 23:00,28/09/2020 19:33,1,1,17,68,PROUSTANDCO. LIBRERIA,Cerrado,-
1216976,SPD,28/09/2020 23:00,-,1,0,32,80,CABRITO1111,Creado,-
1216993,SPD,28/09/2020 23:00,28/09/2020 20:30,1,1,3,37,BAGOSTORE,Cerrado,-
1217013,SPD,28/09/2020 23:00,-,1,0,2,5,ZEWELLSHOP,Creado,-
1217022,SPD,28/09/2020 23:00,-,13,0,1,1000,MAGGIESHOPMX,Creado,-
1217029,SPD,28/09/2020 23:00,-,1,0,5,8,TENISSPORTMX,Creado,-
1217036,SPD,28/09/2020 23:00,-,1,0,1,10,E-GLOBALSHOP,Creado,-
1217044,SPD,28/09/2020 23:00,-,1,0,3,25,FRANK-EYEWEAR,Creado,-
1217050,SPD,28/09/2020 23:00,-,1,0,3,25,GLOBAL GAMER,Creado,-
1217062,SPD,28/09/2020 23:00,28/09/2020 19:33,1,1,9,108,COMPUTRONIK MX,Cerrado,-
1217063,SPD,28/09/2020 23:00,-,1,0,3,29,DISTRIBUIDOR_QP,Creado,cpg
1217071,SPD,28/09/2020 23:00,-,1,0,2,430,BYCOSMETICOS,Creado,-
1217116,SPD,28/09/2020 23:00,-,62,0,12,1136,HERRAJES RIVERA,Creado,-
1217127,SPD,28/09/2020 23:00,29/09/2020 06:29,210,1,6,256,VENTECK,En Stage In,-
1217141,SPD,28/09/2020 23:00,-,1,0,3,160,KEO-,Creado,-
1217152,SPD,28/09/2020 23:00,-,1,0,10,54,MARCOANTONIOROJASMORENO,Creado,-
1217162,SPD,28/09/2020 23:00,28/09/2020 15:18,1,1,1,3,TIBIRI CONTENTTI,En INP,cpg
1217163,SPD,28/09/2020 23:00,-,1,0,24,204,IPOWERELECTRONICS,Creado,-
1217171,SPD,28/09/2020 23:00,-,1,0,1,5,GOTILANDIA CORPORATIVOTAMEZ,Creado,-
1217172,SPD,28/09/2020 23:00,-,1,0,1,5,GOTILANDIA CORPORATIVOTAMEZ,Creado,-
1217175,SPD,28/09/2020 23:00,-,1,0,1,5,GOTILANDIA CORPORATIVOTAMEZ,Creado,-
1217180,SPD,28/09/2020 23:00,-,15,0,10,372,VIANNEY QUERETARO,Creado,-
1217199,SPD,28/09/2020 23:00,-,1,0,1,108,NOVABEAUTY2019,Creado,-
1217227,SPD,28/09/2020 23:00,-,1,0,3,50,JDAVIDDOMINGUEZ,Creado,-
1217230,SPD,28/09/2020 23:00,-,1,0,9,18,KAKE COLLECTORS,Creado,-
1217236,SPD,28/09/2020 23:00,-,1,0,18,214,MOTOSHOP-X,Creado,-
1217246,SPD,28/09/2020 23:00,-,1,0,6,364,UNIVERSO.EN.LINEA,Creado,cpg
1217249,SPD,28/09/2020 23:00,-,1,0,1,7,ALMASOLEDADVILLANUEVAGARCA,Creado,-
1217256,SPD,28/09/2020 23:00,-,1,0,1,5,ALMASOLEDADVILLANUEVAGARCA,Creado,-
1217268,SPD,28/09/2020 23:00,-,1,0,1,100,JIUYAOMX1,Creado,-
1217275,SPD,28/09/2020 23:00,-,1,0,28,77,CYREX_CANCUN,Creado,-
1217298,SPD,28/09/2020 23:00,-,1,0,2,42,TRESD_PRINT_TECH TOTAL,Creado,-
1217299,SPD,28/09/2020 23:00,-,1,0,16,31,RODRGUEZVIV,Creado,-
1217300,SPD,28/09/2020 23:00,-,1,0,1,100,JIUYAOMX1,Creado,-
1217323,SPD,28/09/2020 23:00,-,1,0,1,50,SHOPBETTA,Creado,-
1217324,SPD,28/09/2020 23:00,-,3,0,1,3,GRUPOHALLEY,Creado,-
1217332,SPD,28/09/2020 23:00,-,4,0,1,4,GRUPOHALLEY,Creado,-
1217340,SPD,28/09/2020 23:00,26/09/2020 19:38,48,48,24,380,MERCADODE MOTOPARTES,Cerrado,-
1217378,SPD,28/09/2020 23:00,-,1,0,10,25,KAKE COLLECTORS,Creado,-
1217403,SPD,28/09/2020 23:00,-,1,0,2,14,SANTIAGO LL.,Creado,-
1217411,SPD,28/09/2020 23:00,-,16,0,34,398,MERCADODE MOTOPARTES,Creado,-
1217446,SPD,28/09/2020 23:00,-,1,0,21,37,PLUSMARKISTA,Creado,-
1217465,SPD,28/09/2020 23:00,-,1,0,9,89,EBSTORE,Creado,-
1217484,SPD,28/09/2020 23:00,-,1,0,59,97,THIESSENDANIEL,Creado,-
1217488,SPD,28/09/2020 23:00,-,1,0,9,409,4YOU MX,Creado,-
1217538,SPD,28/09/2020 23:00,-,1,0,6,338,COSMETECH,Creado,-
1217540,SPD,28/09/2020 23:00,-,4,0,3,38,BLIND DEPOT,Cancelado,-
1217553,SPD,28/09/2020 23:00,-,4,0,3,40,BLIND DEPOT,Creado,-
1217557,SPD,28/09/2020 23:00,-,1,0,2,54,LUXURY_TECHNOLOGY_STORE,Creado,-
1217583,SPD,28/09/2020 23:00,-,1,0,4,60,KEO-,Creado,-
1217606,SPD,28/09/2020 23:00,-,18,0,7,152,MERCADODE MOTOPARTES,Creado,-
1217682,SPD,28/09/2020 23:00,-,1,0,3,140,KEO-,Creado,-
1217704,SPD,28/09/2020 23:00,-,6,0,3,61,AUDIOCURE,Creado,-
1217708,SPD,28/09/2020 23:00,-,1,0,5,18,BST_85,Creado,cpg
1217717,SPD,28/09/2020 23:00,-,1,0,20,52,PABLO MARISCAL,Creado,-
1217753,SPD,28/09/2020 23:00,-,1,0,6,16,ELECTRONES DELBAJIO,Creado,-
1217760,SPD,28/09/2020 23:00,-,3,0,1,30,MARTINMX3,Creado,-
1217768,SPD,28/09/2020 23:00,-,3,0,1,15,MARTINMX3,Creado,-
1217775,SPD,28/09/2020 23:00,-,1,0,5,83,JSANCHEZ5534,Creado,cpg
1217801,SPD,28/09/2020 23:00,-,1,0,7,121,OLOS971246,Creado,-
1217831,SPD,28/09/2020 23:00,-,2,0,2,200,DHPREMIUMSTOREMX1,Creado,-
1217843,SPD,28/09/2020 23:00,-,49,0,1,1160,ONETAANMX1,Creado,-
1217848,SPD,28/09/2020 23:00,-,1,0,16,160,WHSMARTHOMEMX,Creado,-
1217849,SPD,28/09/2020 23:00,-,1,0,19,359,LAVIDAESDULCEMX,Creado,-
1217861,SPD,28/09/2020 23:00,-,1,0,7,37,LUXURY_TECHNOLOGY_STORE,Creado,-
1217866,SPD,28/09/2020 23:00,-,3,0,2,25,MARTINMX3,Creado,-
1217873,SPD,28/09/2020 23:00,-,28,0,1,2800,DAIWEIFENGMX1,Creado,-
1217886,SPD,28/09/2020 23:00,-,5,0,1,500,XIAOMIYOUPINMX1,Creado,-
